Review,Price,Shipping,Outlook,Quality,Size,Shop_Service,General,Others,Review_Cleaned,tokens,input_ids,attention_mask
Giày đẹp đi êm chân nên mua ạ. Giày thể thao là tên chung của các loại giày,-1,-1,1,1,-1,-1,1,-1,giày đẹp đi êm chân nên mua ạ. giày thể thao là tên chung của các loại giày,"['▁gi', 'ày', '▁đ', 'ẹp', '▁đi', '▁êm', '▁ch', 'ân', '▁n', 'ên', '▁mua', '▁ạ', '.', '▁gi', 'ày', '▁thể', '▁th', 'ao', '▁là', '▁t', 'ên', '▁ch', 'ung', '▁c', 'ủa', '▁c', 'ác', '▁lo', 'ại', '▁gi', 'ày']","[0, 33, 193, 8, 165, 48, 1526, 11, 91, 16, 31, 183, 155, 14660, 33, 193, 338, 12, 44, 29, 6, 31, 11, 160, 5, 98, 5, 158, 310, 63, 33, 193, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Giày đẹp, hơi nặng tay xíu nhưng form đẹp nhé",-1,-1,1,0,-1,-1,0,-1,"giày đẹp, hơi nặng tay xíu nhưng form đẹp nhé","['▁gi', 'ày', '▁đ', 'ẹp', ',', '▁h', 'ơi', '▁n', 'ặng', '▁t', 'ay', '▁x', 'íu', '▁như', 'ng', '▁form', '▁đ', 'ẹp', '▁nhé']","[0, 33, 193, 8, 165, 14665, 13, 74, 16, 408, 6, 46, 34, 1258, 65, 4, 3778, 8, 165, 228, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Giày đẹp lắm mang vừa in có điều phần đế rất dễ bị ố nên mng mang cẩn thận,-1,-1,1,-1,1,-1,1,-1,giày đẹp lắm mang vừa in có điều phần đế rất dễ bị ố nên mọi người mang cẩn thận,"['▁gi', 'ày', '▁đ', 'ẹp', '▁l', 'ắm', '▁m', 'ang', '▁v', 'ừa', '▁in', '▁có', '▁đ', 'iều', '▁ph', 'ần', '▁đế', '▁r', 'ất', '▁dễ', '▁bị', '▁ố', '▁n', 'ên', '▁m', 'ọi', '▁ng', 'ười', '▁m', 'ang', '▁c', 'ẩn', '▁th', 'ận']","[0, 33, 193, 8, 165, 10, 178, 9, 86, 15, 320, 858, 41, 8, 167, 35, 76, 2360, 24, 51, 463, 199, 1572, 16, 31, 9, 301, 23, 92, 9, 86, 5, 375, 12, 138, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Sản phẩm giống hình đẹp lắm  Giao hàng nhanh Shipper thân thiện lắm nhé,-1,1,1,-1,-1,-1,1,-1,sản phẩm giống hình đẹp lắm giao hàng nhanh shiper thân thiện lắm nhé,"['▁s', 'ản', '▁ph', 'ẩm', '▁gi', 'ống', '▁h', 'ình', '▁đ', 'ẹp', '▁l', 'ắm', '▁gi', 'ao', '▁h', 'àng', '▁nha', 'nh', '▁sh', 'ip', 'er', '▁th', 'ân', '▁th', 'iện', '▁l', 'ắm', '▁nhé']","[0, 19, 169, 35, 277, 33, 164, 13, 39, 8, 165, 10, 178, 33, 44, 13, 79, 87, 7, 223, 648, 267, 12, 91, 12, 263, 10, 178, 228, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Em tưởng shop đóng hộp nhưng không chỉ bọc túi thôi Hơi sơ sài giày có mùi cao su  Nói chung là không ổn lắm,-1,-1,-1,-1,-1,0,0,-1,em tưởng shop đóng hộp nhưng không chỉ bọc túi thôi hơi sơ sài giày có mùi cao su nói chung là không ổn lắm,"['▁em', '▁t', 'ưở', 'ng', '▁shop', '▁đó', 'ng', '▁hộp', '▁như', 'ng', '▁kh', 'ông', '▁chỉ', '▁b', 'ọc', '▁t', 'úi', '▁th', 'ôi', '▁h', 'ơi', '▁sơ', '▁s', 'ài', '▁gi', 'ày', '▁có', '▁m', 'ùi', '▁c', 'ao', '▁su', '▁nói', '▁ch', 'ung', '▁là', '▁kh', 'ông', '▁ổn', '▁l', 'ắm']","[0, 95, 6, 396, 4, 308, 136, 4, 1084, 65, 4, 25, 38, 229, 14, 125, 6, 805, 12, 78, 13, 74, 1667, 19, 96, 33, 193, 41, 9, 511, 5, 44, 755, 233, 11, 160, 29, 25, 38, 645, 10, 178, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Giày đẹp, đi êm chân, kiểu dáng ổn. Đóng gói hàng cẩn thận. Giao hàng nhanh",-1,1,1,1,-1,1,1,-1,"giày đẹp, đi êm chân, kiểu dáng ổn. đóng gói hàng cẩn thận. giao hàng nhanh","['▁gi', 'ày', '▁đ', 'ẹp', ',', '▁đi', '▁êm', '▁ch', 'ân', ',', '▁k', 'iểu', '▁d', 'áng', '▁ổn', '.', '▁đó', 'ng', '▁g', 'ói', '▁h', 'àng', '▁c', 'ẩn', '▁th', 'ận', '.', '▁gi', 'ao', '▁h', 'àng', '▁nha', 'nh']","[0, 33, 193, 8, 165, 14665, 48, 1526, 11, 91, 14665, 17, 287, 22, 207, 645, 14660, 136, 4, 20, 313, 13, 79, 5, 375, 12, 138, 14660, 33, 44, 13, 79, 87, 7, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Hàng ko đúng với hình trên ảnh nhưng cũng đc ổn,-1,-1,-1,-1,-1,0,2,-1,hàng không đúng với hình trên ảnh nhưng cũng được ổn,"['▁h', 'àng', '▁kh', 'ông', '▁đ', 'úng', '▁v', 'ới', '▁h', 'ình', '▁tr', 'ên', '▁ảnh', '▁như', 'ng', '▁c', 'ũng', '▁đ', 'ược', '▁ổn']","[0, 13, 79, 25, 38, 8, 208, 15, 54, 13, 39, 26, 31, 444, 65, 4, 5, 93, 8, 103, 645, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Giày đẹp ok ........ghfdfjjjjcddfgjjvccfffjjjbgffhhjggfgfggcfdfg,-1,-1,1,-1,-1,-1,1,-1,giày đẹp ổn ........ghfdfjcdfgjvcfjbgfhjgfgfgcfdfg,"['▁gi', 'ày', '▁đ', 'ẹp', '▁ổn', '▁.', '..', '..', '...', 'gh', 'fd', 'fj', 'cd', 'fg', 'jv', 'c', 'fj', 'bg', 'fh', 'jg', 'fg', 'fg', 'c', 'fd', 'fg']","[0, 33, 193, 8, 165, 645, 140, 187, 187, 654, 3083, 10997, 11863, 12322, 7828, 4676, 14640, 11863, 4881, 7447, 3297, 7828, 7828, 14640, 10997, 7828, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Giày siêu xịn nha, shop rất chu đáo, còn cho miếng form giữ dáng để ko mất form. Sẽ quay lại ủng hộ lần sau. Mãi ỉu❤️",-1,-1,-1,1,-1,1,1,-1,"giày siêu xịn nha, shop rất chu đáo, còn cho miếng form giữ dáng để không mất form. sẽ quay lại ủng hộ lần sau. mãi ỉu","['▁gi', 'ày', '▁s', 'iêu', '▁x', 'ịn', '▁nha', ',', '▁shop', '▁r', 'ất', '▁chu', '▁đ', 'áo', ',', '▁c', 'òn', '▁cho', '▁m', 'iế', 'ng', '▁form', '▁giữ', '▁d', 'áng', '▁để', '▁kh', 'ông', '▁m', 'ất', '▁form', '.', '▁sẽ', '▁qu', 'ay', '▁l', 'ại', '▁ủng', '▁hộ', '▁l', 'ần', '▁s', 'au', '.', '▁m', 'ãi', '▁', 'ỉu']","[0, 33, 193, 19, 359, 34, 862, 87, 14665, 308, 24, 51, 429, 8, 441, 14665, 5, 119, 71, 9, 57, 4, 3778, 1278, 22, 207, 151, 25, 38, 9, 51, 3778, 14660, 237, 37, 46, 10, 63, 716, 416, 10, 76, 19, 172, 14660, 9, 405, 14636, 1527, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Giao đúng hàng. Đúng kích cỡ. Giày mang êm chân mang đi đánh cầu lông tuyệt dời,-1,-1,-1,1,-1,1,1,-1,giao đúng hàng. đúng kích cỡ. giày mang êm chân mang đi đánh cầu lông tuyệt dời,"['▁gi', 'ao', '▁đ', 'úng', '▁h', 'àng', '.', '▁đ', 'úng', '▁k', 'ích', '▁cỡ', '.', '▁gi', 'ày', '▁m', 'ang', '▁êm', '▁ch', 'ân', '▁m', 'ang', '▁đi', '▁đ', 'ánh', '▁c', 'ầu', '▁l', 'ông', '▁t', 'uyệt', '▁d', 'ời']","[0, 33, 44, 8, 208, 13, 79, 14660, 8, 208, 17, 210, 1986, 14660, 33, 193, 9, 86, 1526, 11, 91, 9, 86, 48, 8, 262, 5, 191, 10, 38, 6, 687, 22, 52, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Chất lượng ok,đẹp,đáng tiền",-1,-1,1,1,-1,-1,1,-1,"chất lượng ổn,đẹp,đáng tiền","['▁ch', 'ất', '▁l', 'ượ', 'ng', '▁ổn', ',', 'đẹp', ',', 'đáng', '▁t', 'iền']","[0, 11, 51, 10, 69, 4, 645, 14665, 7839, 14665, 12827, 6, 209, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Giao hàng nhanh chóng yêm tâm,-1,1,-1,-1,-1,-1,1,-1,giao hàng nhanh chóng yêm tâm,"['▁gi', 'ao', '▁h', 'àng', '▁nha', 'nh', '▁ch', 'óng', '▁y', 'êm', '▁t', 'âm']","[0, 33, 44, 13, 79, 87, 7, 11, 426, 170, 284, 6, 250, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Nhận được giày đi vừa size.Giày quá oke ngoài sức tưởng tượng với giá tiền bỏ ra 💛,-1,-1,-1,-1,1,-1,1,-1,nhận được giày đi vừa size.giày quá ổn ngoài sức tưởng tượng với giá tiền bỏ ra,"['▁nh', 'ận', '▁đ', 'ược', '▁gi', 'ày', '▁đi', '▁v', 'ừa', '▁size', '.', 'gi', 'ày', '▁quá', '▁ổn', '▁ngo', 'ài', '▁s', 'ức', '▁t', 'ưở', 'ng', '▁t', 'ượ', 'ng', '▁v', 'ới', '▁giá', '▁t', 'iền', '▁bỏ', '▁ra']","[0, 18, 138, 8, 103, 33, 193, 48, 15, 320, 1082, 14660, 1417, 193, 115, 645, 445, 96, 19, 289, 6, 396, 4, 6, 69, 4, 15, 54, 224, 6, 209, 637, 141, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Đúng như mong đợi đeo rất êm chân đáng mua,-1,-1,-1,1,-1,-1,1,-1,đúng như mong đợi đeo rất êm chân đáng mua,"['▁đ', 'úng', '▁như', '▁m', 'ong', '▁đ', 'ợi', '▁đ', 'eo', '▁r', 'ất', '▁êm', '▁ch', 'ân', '▁đ', 'áng', '▁mua']","[0, 8, 208, 65, 9, 68, 8, 639, 8, 254, 24, 51, 1526, 11, 91, 8, 207, 183, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Mình nghi  sz giao cho m k phải 35 vì nó lớn lắm,-1,-1,-1,-1,0,-1,0,-1,mình nghi size giao cho m không phải 35 vì nó lớn lắm,"['▁m', 'ình', '▁ng', 'hi', '▁size', '▁gi', 'ao', '▁cho', '▁m', '▁kh', 'ông', '▁ph', 'ải', '▁35', '▁vì', '▁nó', '▁lớn', '▁l', 'ắm']","[0, 9, 39, 23, 544, 1082, 33, 44, 71, 9, 25, 38, 35, 99, 6845, 327, 88, 816, 10, 178, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"giày đẹp, giống hình, oke nhaaaa hình ảnh mang tc nhận xu",-1,-1,1,-1,-1,-1,1,-1,"giày đẹp, giống hình, ổn nha hình ảnh mang tc nhận xu","['▁gi', 'ày', '▁đ', 'ẹp', ',', '▁gi', 'ống', '▁h', 'ình', ',', '▁ổn', '▁nha', '▁h', 'ình', '▁ảnh', '▁m', 'ang', '▁tc', '▁nh', 'ận', '▁xu']","[0, 33, 193, 8, 165, 14665, 33, 164, 13, 39, 14665, 645, 87, 13, 39, 444, 9, 86, 5822, 18, 138, 420, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Bị ngã vàng màu be chớ ko trắng lắm  Trên hệ thống 114k mà nhận hàng thì 132k ?,-1,-1,0,-1,-1,-1,0,-1,bị ngã vàng màu be chớ không trắng lắm trên hệ thống 114k mà nhận hàng thì 132k ?,"['▁bị', '▁ngã', '▁và', 'ng', '▁màu', '▁be', '▁chớ', '▁kh', 'ông', '▁tr', 'ắng', '▁l', 'ắm', '▁tr', 'ên', '▁hệ', '▁th', 'ống', '▁1', '14', 'k', '▁mà', '▁nh', 'ận', '▁h', 'àng', '▁thì', '▁1', '32', 'k', '▁?']","[0, 199, 2594, 62, 4, 484, 1136, 2195, 25, 38, 26, 402, 10, 178, 26, 31, 1186, 12, 164, 303, 7550, 14651, 50, 18, 138, 13, 79, 61, 303, 12760, 14651, 651, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"giày giao nhanh và đẹp lắm nha mng, nên muaa ạaa",-1,1,1,-1,-1,-1,1,-1,"giày giao nhanh và đẹp lắm nha mọi người, nên mua ạa","['▁gi', 'ày', '▁gi', 'ao', '▁nha', 'nh', '▁và', '▁đ', 'ẹp', '▁l', 'ắm', '▁nha', '▁m', 'ọi', '▁ng', 'ười', ',', '▁n', 'ên', '▁mua', '▁ạ', 'a']","[0, 33, 193, 33, 44, 87, 7, 62, 8, 165, 10, 178, 87, 9, 301, 23, 92, 14665, 16, 31, 183, 155, 14643, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"xinh lắm ạ, mỗi tội hơi rộng so với chân. Nói chung là ok",-1,-1,1,-1,0,-1,0,-1,"xinh lắm ạ, mỗi tội hơi rộng so với chân. nói chung là ổn","['▁x', 'inh', '▁l', 'ắm', '▁ạ', ',', '▁m', 'ỗi', '▁t', 'ội', '▁h', 'ơi', '▁r', 'ộng', '▁so', '▁v', 'ới', '▁ch', 'ân', '.', '▁nói', '▁ch', 'ung', '▁là', '▁ổn']","[0, 34, 81, 10, 178, 155, 14665, 9, 329, 6, 299, 13, 74, 24, 844, 714, 15, 54, 11, 91, 14660, 233, 11, 160, 29, 645, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Giày đẹp lém mụi ng ơi nma hok biết đi đau chân hong thì hok biết nma ưng lắm siu xinh nhữa giao nhanh cực 🥰🥰🥰,-1,1,1,2,-1,-1,1,-1,giày đẹp lém mụi ng ơi nhưng mà hok biết đi đau chân hong thì hok biết nhưng mà ưng lắm siu xinh nhữa giao nhanh cực,"['▁gi', 'ày', '▁đ', 'ẹp', '▁l', 'ém', '▁m', 'ụi', '▁ng', '▁ơi', '▁như', 'ng', '▁mà', '▁h', 'ok', '▁b', 'iết', '▁đi', '▁đ', 'au', '▁ch', 'ân', '▁h', 'ong', '▁thì', '▁h', 'ok', '▁b', 'iết', '▁như', 'ng', '▁mà', '▁ưng', '▁l', 'ắm', '▁s', 'iu', '▁x', 'inh', '▁nh', 'ữa', '▁gi', 'ao', '▁nha', 'nh', '▁c', 'ực']","[0, 33, 193, 8, 165, 10, 1155, 9, 969, 23, 190, 65, 4, 50, 13, 1008, 14, 152, 48, 8, 172, 11, 91, 13, 68, 61, 13, 1008, 14, 152, 65, 4, 50, 1154, 10, 178, 19, 999, 34, 81, 18, 174, 33, 44, 87, 7, 5, 275, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Chất lượng sản phẩm phù hợp giá tiền. Đóng gói cẩn thận, giao hàng nhanh chóng.",-1,1,-1,2,-1,1,1,-1,"chất lượng sản phẩm phù hợp giá tiền. đóng gói cẩn thận, giao hàng nhanh chóng.","['▁ch', 'ất', '▁l', 'ượ', 'ng', '▁s', 'ản', '▁ph', 'ẩm', '▁phù', '▁h', 'ợp', '▁giá', '▁t', 'iền', '.', '▁đó', 'ng', '▁g', 'ói', '▁c', 'ẩn', '▁th', 'ận', ',', '▁gi', 'ao', '▁h', 'àng', '▁nha', 'nh', '▁ch', 'óng', '.']","[0, 11, 51, 10, 69, 4, 19, 169, 35, 277, 1318, 13, 491, 224, 6, 209, 14660, 136, 4, 20, 313, 5, 375, 12, 138, 14665, 33, 44, 13, 79, 87, 7, 11, 426, 14660, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
